entrez_human	ensembl_gene_id	gene_symbol	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi.et.al	TcoF.DB	TFCat	TFClass_human	TFclass_mouse	Vaquerizas.et.al	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5	GOC981.select_EC
3172	ENSG00000101076	HNF4A	25735	15378	B9VVT8,F1D8S2,F1D8T0,F1D8T1,P41235	A2ICG7,B9VVT2,B9VVT3,G3V750,P22449	P49698	hepatocyte nuclear factor 4, alpha	HNF4|HNF4A7|HNF4A8|HNF4A9|HNF4ALPHA|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	yes	15581617	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15581617	10090	0	0	0	0	0	0	0	0	0	0	981
6663	ENSG00000100146	SOX10	29361	20665	P56693	O55170	Q04888	SRY (sex determining region Y)-box 10	DOM|PCWH|WS2E|WS4|WS4C	yes	15523643	Experimental	AnimalTFDB	0	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15523643	10090	0	0	0	0	0	0	0	0	0	0	981
1820	ENSG00000116017	ARID3A	314616	13496	Q99856	B5DEX9	Q62431	AT rich interactive domain 3A (BRIGHT-like)	BRIGHT|DRIL1|DRIL3|E2FBP1	yes	15456761	Experimental	AnimalTFDB	0	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15456761	10090	0	0	0	0	0	0	0	0	0	0	981
6667	ENSG00000185591	SP1	24790	20683	P08047	Q01714	G3X8Q0,O89090	Sp1 transcription factor	0	yes	15282343	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15282343	10090	0	0	0	0	0	0	0	0	0	0	981
7392	ENSG00000105698	USF2	81817	22282	Q15853	Q63665	Q64705	upstream transcription factor 2, c-fos interacting	FIP|BHLHB12	yes	15242350	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15242350	9606	0	0	0	0	0	0	0	0	0	0	981
5978	ENSG00000084093	REST	83618	19712	Q13127	O54963	Q8VIG1	RE1-silencing transcription factor	NRSF|XBR	yes	15240883	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15240883	9606;10116	0	0	0	0	0	0	0	0	0	0	981
64321	ENSG00000164736	SOX17	312936	20671	Q9H6I2	G3V923	Q61473	SRY (sex determining region Y)-box 17	VUR3	yes	15220343	Experimental	AnimalTFDB	0	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15220343	10090	0	0	0	0	0	0	0	0	0	0	981
10664	ENSG00000102974	CTCF	83726	13018	P49711	Q9R1D1	Q61164	CCCTC-binding factor (zinc finger protein)	0	yes	15143173	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15143173	10090	0	0	0	0	0	0	0	0	0	0	981
474	ENSG00000172238	ATOH1	500156	11921	Q92858	D3ZQL9	P48985	atonal homolog 1 (Drosophila)	ATH1|HATH1|MATH-1|BHLHA14	yes	14757642	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14757642	10090	0	0	0	0	0	0	0	0	0	0	981
25988	ENSG00000172273	HINFP	300665	102423	Q9BQA5	0	Q8K1K9	histone H4 transcription factor	HINF-P|MIZF|ZNF743	yes	14752047	Experimental	AnimalTFDB	DBD	GOC	JASPAR	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14752047	9606	0	0	0	0	0	0	0	0	0	0	981
3651	ENSG00000139515	PDX1	29535	18609	P52945	P52947	P52946	pancreatic and duodenal homeobox 1	GSF|IDX-1|IPF1|IUF1|MODY4|PDX-1|STF-1	yes	14704343	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14704343	9606;10090;10116	0	0	0	0	0	0	0	0	0	0	981
6929	ENSG00000071564	TCF3	171046	21423	P15923	F1LRL7,P21677,Q68G29	E9PVV1,E9PVV2,E9PWE2,E9PWE4,P15806	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	E2A|E47|ITF1|TCF-3|VDIR|BHLHB21	yes	14627819	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14627819	9606	0	0	0	0	0	0	0	0	0	0	981
2297	ENSG00000251493	FOXD1	171299	15229	Q16676	D3ZP43	Q61345	forkhead box D1	FKHL8|FREAC4	yes	13678594	Experimental	AnimalTFDB	0	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	13678594	10090	0	0	0	0	0	0	0	0	0	0	981
6772	ENSG00000115415	STAT1	25124	20846	P42224	F1M9D6,Q6P6Q7,Q9QXK0	Q8C3V4,Q8C497,Q8C8M3,Q8CFQ1,Q99K94	signal transducer and activator of transcription 1, 91kDa	CANDF7|ISGF-3|STAT91	yes	12859963	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12859963	10090	0	0	0	0	0	0	0	0	0	0	981
5080	ENSG00000007372	PAX6	25509	18508	F1T0F8,P26367,Q66SS1	P63016	P63015,Q8VBX9	paired box 6	AN|AN2|D11S812E|MGDA|WAGR	yes	12756174	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12756174	10090	0	0	0	0	0	0	0	0	0	0	981
1959	ENSG00000122877	EGR2	114090	13654	P11161	P51774	P08152,Q3U207	early growth response 2	AT591|CMT1D|CMT4E|KROX20	yes	12687019	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12687019	9606	0	0	0	0	0	0	0	0	0	0	981
5460	ENSG00000204531	POU5F1	294562	18999	D2IYK3,F2Z381,M1S623,Q01860	Q6MG27	P20263	POU class 5 homeobox 1	OCT3|OCT4|OTF-3|OTF3|OTF4|OCT-3|OCT-4	yes	12615074	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12615074	generic	0	0	0	0	0	0	0	0	0	0	981
5460	ENSG00000235068	POU5F1	294562	18999	D2IYK3,F2Z381,M1S623,Q01860	Q6MG27	P20263	POU class 5 homeobox 1	OCT3|OCT4|OTF-3|OTF3|OTF4|OCT-3|OCT-4	yes	12615074	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12615074	generic	0	0	0	0	0	0	0	0	0	0	981
5460	ENSG00000237582	POU5F1	294562	18999	D2IYK3,F2Z381,M1S623,Q01860	Q6MG27	P20263	POU class 5 homeobox 1	OCT3|OCT4|OTF-3|OTF3|OTF4|OCT-3|OCT-4	yes	12615074	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12615074	generic	0	0	0	0	0	0	0	0	0	0	981
5460	ENSG00000206454	POU5F1	294562	18999	D2IYK3,F2Z381,M1S623,Q01860	Q6MG27	P20263	POU class 5 homeobox 1	OCT3|OCT4|OTF-3|OTF3|OTF4|OCT-3|OCT-4	yes	12615074	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12615074	generic	0	0	0	0	0	0	0	0	0	0	981
5460	ENSG00000229094	POU5F1	294562	18999	D2IYK3,F2Z381,M1S623,Q01860	Q6MG27	P20263	POU class 5 homeobox 1	OCT3|OCT4|OTF-3|OTF3|OTF4|OCT-3|OCT-4	yes	12615074	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12615074	generic	0	0	0	0	0	0	0	0	0	0	981
5460	ENSG00000233911	POU5F1	294562	18999	D2IYK3,F2Z381,M1S623,Q01860	Q6MG27	P20263	POU class 5 homeobox 1	OCT3|OCT4|OTF-3|OTF3|OTF4|OCT-3|OCT-4	yes	12615074	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12615074	generic	0	0	0	0	0	0	0	0	0	0	981
5460	ENSG00000230336	POU5F1	294562	18999	D2IYK3,F2Z381,M1S623,Q01860	Q6MG27	P20263	POU class 5 homeobox 1	OCT3|OCT4|OTF-3|OTF3|OTF4|OCT-3|OCT-4	yes	12615074	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12615074	generic	0	0	0	0	0	0	0	0	0	0	981
5087	ENSG00000185630	PBX1	304947	18514	A8K5V0,H0YLB0,P40424,Q53YC7	B1WC30,D3ZJI6	D9J2V6,P41778,Q71VB4	pre-B-cell leukemia homeobox 1	0	yes	12529389	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12529389	9606	0	0	0	0	0	0	0	0	0	0	981
3659	ENSG00000125347	IRF1	24508	16362	P10914,Q6FHN8	P23570	P15314,Q3U5M1,Q5SX13	interferon regulatory factor 1	IRF-1|MAR	yes	12517966	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12517966	10090	0	0	0	0	0	0	0	0	0	0	981
2494	ENSG00000116833	NR5A2	60349	26424	F1D8R9,O00482	Q9QWM1	P45448,Q1WLP7	nuclear receptor subfamily 5, group A, member 2	B1F|B1F2|CPF|FTF|FTZ-F1|FTZ-F1BETA|LRH-1|LRH1|HB1F-2	yes	12456679	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12456679	10090	0	0	0	0	0	0	0	0	0	0	981
8553	ENSG00000134107	BHLHE40	79431	20893	O14503,Q6IB83	O35780	O35185,Q542A5	basic helix-loop-helix family, member e40	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	12297495	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12297495	10090	0	0	0	0	0	0	0	0	0	0	981
4602	ENSG00000118513	MYB	293405	17863	P10242,Q14025,Q708E3,Q708E9	0	P06876,Q3UUX5	v-myb myeloblastosis viral oncogene homolog (avian)	CMYB|C-MYB|C-MYB_CDS|EFG	yes	12244173	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12244173	generic	0	0	0	0	0	0	0	0	0	0	981
4654	ENSG00000129152	MYOD1	337868	17927	P15172	Q02346	P10085	myogenic differentiation 1	MYF3|MYOD|PUM|BHLHC1	yes	12242286	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12242286	10090	0	0	0	0	0	0	0	0	0	0	981
3726	ENSG00000171223	JUNB	24517	16477	P17275,Q5U079	P24898	P09450,Q569U6	jun B proto-oncogene	AP-1	yes	12121977	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12121977	10090	0	0	0	0	0	0	0	0	0	0	981
1874	ENSG00000205250	E2F4	100360427	104394	Q16254	D4A9V4	Q8R0K9	E2F transcription factor 4, p107/p130-binding	E2F-4	yes	12110166	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12110166	10090	0	0	0	0	0	0	0	0	0	0	981
604	ENSG00000113916	BCL6	303836	12053	B5B0A5,P41182	B2GUV8	P41183,Q544F9	B-cell CLL/lymphoma 6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	yes	12097386	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12097386	10090	0	0	0	0	0	0	0	0	0	0	981
7157	ENSG00000141510	TP53	24842	22059	H2EHT1,K7PPA8,P04637,Q53GA5	P10361	P02340,Q3UGQ1,Q549C9,Q80ZA1	tumor protein p53	BCC7|LFS1|P53|TRP53	yes	12082536	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12082536	9606;10090	0	0	0	0	0	0	0	0	0	0	981
6720	ENSG00000072310	SREBF1	78968	20787	P36956	P56720	Q9WTN3	sterol regulatory element binding transcription factor 1	SREBP-1C|SREBP1|BHLHD1	yes	11829742	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11829742	10090	0	0	0	0	0	0	0	0	0	0	981
9421	ENSG00000113196	HAND1	59112	15110	O96004	P97832	Q5SQG1,Q64279	heart and neural crest derivatives expressed 1	HXT|THING1|BHLHA27|EHAND	yes	11802795	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11802795	9606	0	0	0	0	0	0	0	0	0	0	981
4208	ENSG00000081189	MEF2C	499497	17260	D6R9J8,D8L7E9,Q06413	0	Q3V1B5,Q8CFN5	myocyte enhancer factor 2C	C5DELQ14.3|DEL5Q14.3	yes	11714687	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11714687	10090	0	0	0	0	0	0	0	0	0	0	981
7020	ENSG00000137203	TFAP2A	306862	21418	P05549	G3V9A8	P34056,Q3UL09,Q8BPN4	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	AP-2|AP-2ALPHA|AP2TF|BOFS|TFAP2	yes	11522791	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11522791	10090	0	0	0	0	0	0	0	0	0	0	981
5468	ENSG00000132170	PPARG	25664	19016	D2KUA6,P37231	O88275	M1VPI1,P37238,Q4FJR2,Q6GU14	peroxisome proliferator-activated receptor gamma	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARGAMMA	yes	11139380	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11139380	9606	0	0	0	0	0	0	0	0	0	0	981
4824	ENSG00000167034	NKX3-1	305999	18095	Q99801	Q497B7	P97436,Q3UVH8	NK3 homeobox 1	BAPX2|NKX3|NKX3.1|NKX3A	yes	10993896	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10993896	10090	0	0	0	0	0	0	0	0	0	0	981
3202	ENSG00000106004	HOXA5	79241	15402	P20719	0	P09021	homeobox A5	HOX1|HOX1.3|HOX1C	yes	10879542	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10879542	10090	0	0	0	0	0	0	0	0	0	0	981
571	ENSG00000156273	BACH1	304127	12013	O14867	D4ACD2	P97302,Q3URL4,Q3US24	BTB and CNC homology 1, basic leucine zipper transcription factor 1	BACH-1	yes	10620011	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10620011	generic	0	0	0	0	0	0	0	0	0	0	981
5078	ENSG00000106331	PAX4	83630	18506	O43316	O88436	A2RRY5,B7ZNC8,P32115	paired box 4	KPD|MODY9	yes	10567553	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10567553	9606;10090	0	0	0	0	0	0	0	0	0	0	981
7022	ENSG00000087510	TFAP2C	362280	21420	Q92754	Q4V8P9	Q3ULB3,Q61312	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	AP2-GAMMA|ERF1|TFAP2G|HAP-2G	yes	10497269	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10497269	9606	0	0	0	0	0	0	0	0	0	0	981
2308	ENSG00000150907	FOXO1	84482	56458	Q12778	G3V7R4	Q9R1E0	forkhead box O1	FKH1|FKHR|FOXO1A	yes	10385407	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10385407	9606	0	0	0	0	0	0	0	0	0	0	981
7376	ENSG00000131408	NR1H2	58851	22260	F1D8P7,P55055	Q62755	Q60644,Q8BP65	nuclear receptor subfamily 1, group H, member 2	LXR-B|LXRB|NER|NER-I|RIP15|UNR	yes	10187832	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10187832	9606	0	0	0	0	0	0	0	0	0	0	981
2309	ENSG00000118689	FOXO3	294515	56484	O43524	D3ZBQ1	Q9WVH4	forkhead box O3	AF6Q21|FKHRL1|FKHRL1P2|FOXO2|FOXO3A	yes	10102273	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10102273	9606	0	0	0	0	0	0	0	0	0	0	981
4205	ENSG00000068305	MEF2A	309957	17258	Q02078	Q2MJT0	Q60929	myocyte enhancer factor 2A	ADCAD1|RSRFC4|RSRFC9|MEF2	yes	10024301	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10024301	9606;10090;10116	0	0	0	0	0	0	0	0	0	0	981
7528	ENSG00000100811	YY1	24919	22632	P25490	Q8CHJ4	Q00899	YY1 transcription factor	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	yes	9857059	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9857059	9606	0	0	0	0	0	0	0	0	0	0	981
6777	ENSG00000173757	STAT5B	25126	20851	P51692	P52632	P42232	signal transducer and activator of transcription 5B	STAT5	yes	9852045	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9852045	10090	0	0	0	0	0	0	0	0	0	0	981
6928	ENSG00000275410	HNF1B	25640	21410	E0YMJ6,P35680,Q6FHW6	P23899	P27889	HNF1 homeobox B	FJHN|HNF-1B|HNF1BETA|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1	yes	9774468	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9774468	9606	0	0	0	0	0	0	0	0	0	0	981
6928	ENSG00000276194	HNF1B	25640	21410	E0YMJ6,P35680,Q6FHW6	P23899	P27889	HNF1 homeobox B	FJHN|HNF-1B|HNF1BETA|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1	yes	9774468	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9774468	9606	0	0	0	0	0	0	0	0	0	0	981
7391	ENSG00000158773	USF1	83586	22278	P22415	O35410	Q3UQH7,Q61069,Q8R4E5	upstream transcription factor 1	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11	yes	9677331	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9677331	9606;10116	0	0	0	0	0	0	0	0	0	0	981
4088	ENSG00000166949	SMAD3	25631	17127	P84022,Q9P0T0	P84025	Q8BUN5	SMAD family member 3	HSPC193|HST17436|JV15-2|LDS1C|LDS3|MADH3	yes	9660945	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9660945	9606	0	0	0	0	0	0	0	0	0	0	981
3297	ENSG00000185122	HSF1	79245	15499	Q00613	F1MAF1	P38532	heat shock transcription factor 1	HSTF1	yes	9545528	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9545528	9606	0	0	0	0	0	0	0	0	0	0	981
3297	ENSG00000284774	HSF1	79245	15499	Q00613	F1MAF1	P38532	heat shock transcription factor 1	HSTF1	yes	9545528	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9545528	9606	0	0	0	0	0	0	0	0	0	0	981
6596	ENSG00000071794	HLTF	295568	20585	Q05BZ6,Q14527	D3ZMQ9	Q6PCN7	helicase-like transcription factor	HIP116|HIP116A|HLTF1|RNF80|SMARCA3|SNF2L3|ZBU1	yes	9427542	Experimental	0	0	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	0	9427542	10090	0	0	0	0	0	0	0	0	0	0	981
2101	ENSG00000173153	ESRRA	293701	26379	P11474,Q569H8	Q5QJV7	O08580	estrogen-related receptor alpha	ERR1|ERRA|ERRALPHA|ESRL1|NR3B1	yes	9271417	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9271417	10090	0	0	0	0	0	0	0	0	0	0	981
2299	ENSG00000168269	FOXI1	287185	14233	E0XEN6,Q12951	D4A7G2	Q922I5	forkhead box I1	FKH10|FKHL10|FREAC-6|FREAC6|HFH-3|HFH3	yes	9153225	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9153225	9606;10090	0	0	0	0	0	0	0	0	0	0	981
9935	ENSG00000204103	MAFB	54264	16658	Q9Y5Q3	P54842	P54841	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	KRML|MCTO	yes	9144291	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9144291	10090	0	0	0	0	0	0	0	0	0	0	981
10062	ENSG00000025434	NR1H3	58852	22259	B4DXU5,F1D8N1,Q13133	Q5I035	Q91X41,Q9Z0Y9	nuclear receptor subfamily 1, group H, member 3	LXR-A|LXRA|RLD-1	yes	9013544	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9013544	9606;10090	0	0	0	0	0	0	0	0	0	0	981
3660	ENSG00000168310	IRF2	290749	16363	P14316	Q0PXQ8	P23906,Q3U2Z2	interferon regulatory factor 2	IRF-2	yes	8798551	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8798551	9606	0	0	0	0	0	0	0	0	0	0	981
2672	ENSG00000162676	GFI1	24388	14581	B3KVN4,Q99684	Q07120	H3BJM0,P70338	growth factor independent 1 transcription repressor	GFI-1|GFI1A|SCN2|ZNF163	yes	8754800	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8754800	10116	0	0	0	0	0	0	0	0	0	0	981
1649	ENSG00000175197	DDIT3	29467	13198	P35638,Q53YD1	Q496Y7,Q62804	P35639,Q3V405	DNA-damage-inducible transcript 3	CEBPZ|CHOP|CHOP-10|CHOP10|GADD153	yes	8657121	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8657121	9606	0	0	0	0	0	0	0	0	0	0	981
2295	ENSG00000137273	FOXF2	0	14238	Q12947	0	O54743	forkhead box F2	FKHL6|FREAC-2|FREAC2	yes	8626802	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8626802	9606	0	0	0	0	0	0	0	0	0	0	981
6774	ENSG00000168610	STAT3	25125	20848	P40763	P52631	P42227,Q6GU23	signal transducer and activator of transcription 3 (acute-phase response factor)	APRF|HIES	yes	8530402	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8530402	10116	0	0	0	0	0	0	0	0	0	0	981
2626	ENSG00000136574	GATA4	54254	14463	B3KUF4,P43694	P46152	E9PXW9,Q08369,Q3UYJ1	GATA binding protein 4	ASD2|VSD1	yes	8455608	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8455608	10090	0	0	0	0	0	0	0	0	0	0	981
2626	ENSG00000285109	GATA4	54254	14463	B3KUF4,P43694	P46152	E9PXW9,Q08369,Q3UYJ1	GATA binding protein 4	ASD2|VSD1	yes	8455608	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8455608	10090	0	0	0	0	0	0	0	0	0	0	981
